thumbnail,title,url,total_shares,total_facebook_shares,google_plus_shares,twitter_shares,linkedin_shares,published_date,giveaway,infographic,general_article,guest_post,interview,video,pinterest_shares,total_shares_with_pinterest,article_amplifiers,article_amplifier_images,real_twitter_shares,author_name
http://www.abc.net.au/news/image/7169136-1x1-700x700.jpg,GST increase not being taken to election by Malcolm Turnbull,http://www.abc.net.au/news/2016-02-16/turnbull-rules-out-gst-change-election-policy/7172294,2223,2159,0,59,5,15/02/2016,0,0,1,0,0,0,0,2223,"[""abcnews""]","[""http://pbs.twimg.com/profile_images/2926053458/8447650cdcc90a0dfdc522b8f6f06173_bigger.jpeg""]",,Malcolm Turnbull
https://i.guim.co.uk/img/media/fdddbdc0feb9236325b8f462bfb7d09a0a059754/0_0_620_372/master/620.jpg?w=1200&q=85&auto=format&sharp=10&s=0f33d83aa170a74e15032ecabf3722fa,Show Turnbull how it's done: make your own tax reforms – interactive,http://www.theguardian.com/australia-news/datablog/ng-interactive/2016/feb/10/show-turnbull-how-its-done-make-your-own-tax-reforms-interactive,2108,1878,9,191,29,09/02/2016,0,0,1,0,0,0,1,2108,"[""nickevershed""]","[""http://pbs.twimg.com/profile_images/686330617215057920/SyRCr8ki_bigger.jpg""]",,Nick Evershed
http://www.abc.net.au/news/image/6989258-1x1-700x700.jpg,PM Malcolm Turnbull must use Australian steel to save Whyalla steelworks: Bill Shorten,http://www.abc.net.au/news/2016-02-19/malcolm-turnbull-must-use-australian-steel-save-whylla-shorten/7182616,2079,1994,1,83,0,18/02/2016,0,0,1,0,0,0,1,2079,"[""abcnewsadelaide""]","[""http://pbs.twimg.com/profile_images/517183185377972224/C6ZEPoqj_bigger.jpeg""]",,
http://www.abc.net.au/news/image/7189182-1x1-700x700.jpg,"Prime Minister Malcolm Turnbull confirms plans to change Senate voting laws, as it happened",http://www.abc.net.au/news/2016-02-22/abc-politics-live-blog-february-22/7188348,2068,1768,2,296,0,21/02/2016,0,0,1,0,0,0,2,2068,"[""abcnews""]","[""http://pbs.twimg.com/profile_images/2926053458/8447650cdcc90a0dfdc522b8f6f06173_bigger.jpeg""]",,
https://i.guim.co.uk/img/media/b86c061df9f60c68bb17c11c8cb19e00bce3dc7c/0_0_4260_2557/master/4260.jpg?w=1200&q=85&auto=format&sharp=10&s=6f4000ed2c8fe348da7e453aad044581,Baby Asha: Malcolm Turnbull says no one's health will be put in peril,http://www.theguardian.com/australia-news/2016/feb/15/baby-asha-malcolm-turnbull-says-no-ones-health-put-in-peril,2065,1894,1,168,1,14/02/2016,0,0,1,0,0,0,1,2065,"[""turnbullmalcolm"", ""danielhurstbne""]","[""http://pbs.twimg.com/profile_images/378800000223732312/cd2615bfb2898972fc2cf9d8d2b9b9ef_bigger.jpeg"", ""http://pbs.twimg.com/profile_images/545770903984803840/3tBkT-w9_bigger.jpeg""]",,Daniel Hurst
https://i.guim.co.uk/img/media/a450aaebca825421e8f811b4fe9e1a0f1f995ce8/0_221_3500_2101/master/3500.jpg?w=1200&q=85&auto=format&sharp=10&s=445da5af429fd1532bfc786c79b2bb64,Support for Turnbull slumps as Labor and Coalition deadlocked in Newspoll,http://www.theguardian.com/australia-news/2016/feb/22/support-for-turnbull-slumps-as-labor-and-coalition-deadlocked-in-newspoll,2053,2001,1,51,0,21/02/2016,0,0,1,0,0,0,0,2053,"[""josephjett""]","[""http://pbs.twimg.com/profile_images/368849734/Joseph_Jett_bigger.jpg""]",,
http://www.abc.net.au/news/image/7148820-1x1-700x700.jpg,Malcolm Turnbull asks 'great source of advice' John Howard about options for tax policy,http://www.abc.net.au/news/2016-02-28/malcolm-turnbull-asks-john-howards-advice-on-tax-policy/7205990,2033,1838,23,171,1,28/02/2016,0,0,1,0,0,0,0,2033,"[""abcnews""]","[""http://pbs.twimg.com/profile_images/2926053458/8447650cdcc90a0dfdc522b8f6f06173_bigger.jpeg""]",,
http://www.smh.com.au/content/dam/images/g/m/y/2/r/r/image.related.articleLeadwide.620x349.gmzf4k.png/1456034109192.jpg,AMA President Brian Owler says Malcolm Turnbull and Bill Shorten have spoken over Baby Asha case,http://www.smh.com.au/federal-politics/political-news/ama-president-brian-owler-says-turnbull-and-shorten-have-spoken-over-baby-asha-case-20160220-gmzf4k.html,2014,1916,2,96,0,20/02/2016,0,0,1,0,0,0,0,2014,"[""smh""]","[""http://pbs.twimg.com/profile_images/597933128284418048/uFullntY_bigger.jpg""]",,Deborah Snow
http://www.sbs.com.au/news/sites/sbs.com.au.news/files/images/2/0/20151017001189213222-original_800x600.jpg,"Key, Turnbull agree on NZ citizen deal",http://www.sbs.com.au/news/article/2016/02/19/key-turnbull-agree-nz-citizen-deal,2001,1956,0,13,32,18/02/2016,0,0,1,0,0,0,0,2001,"[""sbsnews""]","[""http://pbs.twimg.com/profile_images/693965193869590529/yynghoyu_bigger.png""]",,
http://cdn.newsapi.com.au/image/v1/ac3e146f340b1bd1aacf2c45a84f1abd,Newspoll: 50-50 result shows voters are already turning on Malcolm Turnbull,http://www.news.com.au/finance/work/leaders/have-we-fallen-out-of-love-with-malcolm-turnbull-already/news-story/2d220958c2b0a295a54e1844d4b38fe9,1983,1956,1,26,0,21/02/2016,0,0,1,0,0,0,0,1983,"[""farrm51""]","[""http://pbs.twimg.com/profile_images/378800000135256435/ea39621c74d2fcc330bb2771bf920f15_bigger.jpeg""]",,Malcolm Farr
http://www.sbs.com.au/news/sites/sbs.com.au.news/files/images/2/0/20151017001189213222-original_800x600.jpg,Malcolm Turnbull announces new pathway to citizenship for New Zealanders,http://www.sbs.com.au/news/article/2016/02/19/malcolm-turnbull-announces-new-pathway-citizenship-new-zealanders,1971,1956,0,15,0,18/02/2016,0,0,1,0,0,0,0,1971,"[""sbsnews""]","[""http://pbs.twimg.com/profile_images/693965193869590529/yynghoyu_bigger.png""]",,
http://www.smh.com.au/content/dam/images/g/m/u/9/x/o/image.related.articleLeadwide.620x349.gmu97u.png/1455532440245.jpg,Turnbull government loses another MP as Ian Macfarlane calls it quits,http://www.smh.com.au/federal-politics/political-news/turnbull-government-loses-another-mp-as-ian-macfarlane-calls-it-quits-20160215-gmu97u.html,1971,1774,28,169,0,14/02/2016,0,0,1,0,0,0,0,1971,"[""politicsfairfax""]","[""http://pbs.twimg.com/profile_images/432709892793569281/stwk_DAE_bigger.png""]",,Adam Gartrell
,Turnbull and review of Safe Schools,http://www.crikey.com.au/2016/02/24/the-rise-and-rise-of-malcolm-abbott-and-the-sex-obsessed-right/,1955,1734,21,199,0,23/02/2016,0,0,1,0,0,0,1,1955,"[""crikey_news""]","[""http://pbs.twimg.com/profile_images/468162420737703936/1cZm15mX_bigger.jpeg""]",,Crikey.com.au
https://winstonclose.files.wordpress.com/2016/02/malcolmturnbull1.jpg,Turnbull: posing as compassionate – WRITTEN BY JULIAN BURNSIDE,http://winstonclose.me/2016/02/22/turnbull-posing-as-compassionate-written-by-julian-burnside/,1907,1857,3,40,3,21/02/2016,0,0,1,0,0,0,4,1907,"[""winstonclose""]","[""http://pbs.twimg.com/profile_images/679167397018800129/r4GMAWNa_bigger.jpg""]",,Winston Close
http://www.abc.net.au/news/image/7166048-1x1-700x700.jpg,Cabinet reshuffle: Malcolm Turnbull unveils 'dynamic' new ministry as Mal Brough resigns,http://www.abc.net.au/news/2016-02-13/malcolm-turnbull-unveils-new-ministry/7165758,1814,1713,2,98,1,12/02/2016,0,0,1,0,0,0,0,1814,"[""abcnews""]","[""http://pbs.twimg.com/profile_images/2926053458/8447650cdcc90a0dfdc522b8f6f06173_bigger.jpeg""]",,
http://www.abc.net.au/news/image/7209186-1x1-700x700.jpg,Malcolm Turnbull moved to tears as he reflects on lullaby during Indigenous Affairs policy interview,http://www.abc.net.au/news/2016-02-29/pm-moved-to-tears-in-indigenous-affairs-policy-interview/7209172,1795,1751,0,44,0,29/02/2016,0,0,1,0,0,0,0,1795,"[""abcnews""]","[""http://pbs.twimg.com/profile_images/2926053458/8447650cdcc90a0dfdc522b8f6f06173_bigger.jpeg""]",,Families Sa
https://img.buzzfeed.com/buzzfeed-static/static/2016-02/13/21/campaign_images/webdr12/malcolm-turnbull-is-getting-mercilessly-sledged-a-2-28491-1455416309-8_dblbig.jpg,Malcolm Turnbull Is Getting Mercilessly Sledged About Marriage Equality On His Valentine's Day Post,http://www.buzzfeed.com/lanesainty/malcolm-turnbull-is-getting-rekt,1761,1741,0,20,0,13/02/2016,0,0,1,0,0,0,0,1761,"[""lanesainty""]","[""http://pbs.twimg.com/profile_images/661064960210894848/JmO862LJ_bigger.jpg""]",,Lane Sainty
http://www.samesame.com.au/559/200_200/20faf_559225.jpg,"Malcolm Turnbull reminds us he got married, but we cannot",http://www.samesame.com.au/news/13298/Malcolm-Turnbull-reminds-us-he-got-married-but-we-cannot,1753,1737,0,16,0,14/02/2016,0,0,1,0,0,0,0,1753,"[""samesame"", ""lynlinking""]","[""http://pbs.twimg.com/profile_images/638096202387582978/jwgFFQ0L_bigger.jpg"", ""http://pbs.twimg.com/profile_images/498407687051161601/ZGtFYqaR_bigger.png""]",,Malcolm Turnbull
http://www.smh.com.au/content/dam/images/g/n/b/8/e/t/image.related.thumbnail.320x214.gnb8ww.png/1457146526676.jpg,Grindr gay dating app founder in Sydney with Mardi Gras message for Malcolm Turnbull,http://www.smh.com.au/nsw/grindr-gay-dating-app-founder-in-sydney-with-mardi-gras-message-for-malcolm-turnbull-20160304-gnb8ww.html,1737,1706,0,4,27,04/03/2016,0,0,1,0,0,0,0,1737,,,,Tim Barlass
http://www.smh.com.au/content/dam/images/g/n/b/8/e/t/image.related.thumbnail.320x214.gnb8ww.png/1457148854855.jpg,Grindr founder Joel Simkhai has a Mardi Gras message for Malcolm Turnbull,http://www.smh.com.au/technology/web-culture/grindr-gay-dating-app-founder-in-sydney-with-mardi-gras-message-for-malcolm-turnbull-20160304-gnb8ww.html,1730,1706,0,24,0,04/03/2016,0,0,1,0,0,0,0,1730,"[""smh""]","[""http://pbs.twimg.com/profile_images/597933128284418048/uFullntY_bigger.jpg""]",,Tim Barlass
http://www.smh.com.au/content/dam/images/g/m/1/n/m/w/image.related.articleLeadwide.620x349.gmv0tz.png/1455583440693.jpg,Michaelia Cash comments suggests light still burns inside Turnbull government for GST rise,http://www.smh.com.au/federal-politics/political-news/michaelia-cash-comments-suggests-light-still-burns-inside-turnbull-government-for-gst-rise-20160215-gmv0tz.html,1712,1509,1,201,0,15/02/2016,0,0,1,0,0,0,1,1712,"[""mrowlandmp""]","[""http://pbs.twimg.com/profile_images/668653611434422272/dWhnqxQe_bigger.jpg""]",,Mark Kenny
http://www.theshovel.com.au/wp-content/uploads/2016/02/malcolm-turnbull-mansplaining-150x150.jpg,Turnbull Offers To Explain To Women What Mansplaining Actually Means,http://www.theshovel.com.au/2016/02/11/turnbull-offers-to-explain-to-women-what-mansplaining-actually-means/,1709,1622,2,84,0,10/02/2016,0,0,1,0,0,0,1,1709,,,,The Shovel
http://www.theage.com.au/content/dam/images/g/n/1/e/j/o/image.related.articleLeadwide.620x349.gn0u2g.png/1456203370943.jpg,Malcolm Turnbull is losing his chance to be a great Prime Minister,http://www.theage.com.au/comment/malcolm-turnbull-is-losing-his-chance-to-be-a-great-prime-minister-20160222-gn0u2g.html,1706,1195,5,485,21,22/02/2016,0,0,1,0,0,0,0,1706,,,,Ross Gittins
,Key in Oz for talks with Turnbull,https://nz.news.yahoo.com/top-stories/a/30860684/key-in-oz-for-talks-with-turnbull/,1677,1675,0,2,0,18/02/2016,0,0,1,0,0,0,0,1677,,,,
http://www.smh.com.au/content/dam/images/g/n/4/e/1/a/image.related.articleLeadwide.620x349.gn4doh.png/1456542679836.jpg,Malcolm Turnbull: the incredible shrinking man,http://www.smh.com.au/federal-politics/political-news/tax-reform-and-homophobes-prime-minister-malcolm-turnbulls-messy-week-20160226-gn4doh.html,1657,1318,6,264,69,26/02/2016,0,0,1,0,0,0,0,1657,"[""smh""]","[""http://pbs.twimg.com/profile_images/597933128284418048/uFullntY_bigger.jpg""]",,
https://newmatilda.com/wp-content/uploads/2016/02/Malcolm-TUrnbull-Insiders.jpg,Big Tough Turnbull Is Securing Our Borders From An Invasion Of Babies - New Matilda,https://newmatilda.com/2016/02/11/big-tough-turnbull-is-securing-our-borders-from-an-invasion-of-babies/,1646,1567,2,77,0,10/02/2016,0,0,1,0,0,0,0,1646,"[""newmatilda"", ""lynlinking""]","[""http://pbs.twimg.com/profile_images/474160671366451201/XD3aZiQc_bigger.jpeg"", ""http://pbs.twimg.com/profile_images/498407687051161601/ZGtFYqaR_bigger.png""]",,Situation Theatre
http://cdn.newsapi.com.au/image/v1/a9db142283953a498833ba65cd8b5a93,Malcolm Turnbull wants early election,http://www.news.com.au/finance/work/leaders/malcolm-turnbull-wants-an-early-election-but-would-it-spell-disaster/news-story/e930bc8b9d20de1cb6a6894c6a0ed6d6,1641,1501,6,133,1,23/02/2016,0,0,1,0,0,0,0,1641,"[""newscomauhq"", ""farrm51""]","[""http://pbs.twimg.com/profile_images/629244933057032192/zJsuwh_O_bigger.png"", ""http://pbs.twimg.com/profile_images/378800000135256435/ea39621c74d2fcc330bb2771bf920f15_bigger.jpeg""]",,Malcolm Farr
https://i.guim.co.uk/img/media/49da70d6b5521c6a5d15b7048134639b5c00feed/0_70_3000_1804/master/3000.jpg?w=1200&q=85&auto=format&sharp=10&s=06a838424d1b398894e4e32600157bfa,"Turnbull, Trump and the rise of the CEO politician: we're all just shareholders in Nation Inc | Carl Rhodes",http://www.theguardian.com/commentisfree/2016/feb/12/turnbull-trump-and-the-rise-of-the-ceo-politician-were-all-just-shareholders-in-nation-inc,1602,1501,40,56,3,11/02/2016,0,0,1,0,0,0,2,1602,"[""guardiannews""]","[""http://pbs.twimg.com/profile_images/566207268039823360/lqAeuznl_bigger.png""]",,
https://i.guim.co.uk/img/media/37bbd42e4fb7a8a1604c035203919be826c0d28a/0_269_4500_2702/4500.jpg?w=1200&q=55&auto=format&usm=12&fit=max&s=ac835ec6b195ddf3ec4f8dd22d358710,Sydney Mardi Gras: Malcolm Turnbull to become first sitting PM to attend,http://www.theguardian.com/australia-news/2016/mar/05/sydney-mardi-gras-malcolm-turnbull-to-become-first-sitting-pm-to-attend,1599,1411,2,181,4,04/03/2016,0,0,1,0,0,0,1,1599,"[""josephjett"", ""guardian"", ""paul_karp""]","[""http://pbs.twimg.com/profile_images/368849734/Joseph_Jett_bigger.jpg"", ""http://pbs.twimg.com/profile_images/564829693736546305/8o1OPz2e_bigger.png"", ""http://pbs.twimg.com/profile_images/605587832397139968/VyRbEsQk_bigger.jpg""]",,Paul Karp
http://prod.static9.net.au/_/media/2016/02/14/15/33/160214_malcolmturnbulmarriageequalityvalentines.ashx,Gay marriage supporters take issue with Malcolm Turnbull's Valentine's Day message,http://www.9news.com.au/national/2016/02/14/15/32/gay-marriage-supporters-take-issue-with-malcolm-turnbull-valentines-day-message,1594,1555,1,38,0,13/02/2016,0,0,1,0,0,0,0,1594,"[""turnbullmalcolm"", ""9newsaus""]","[""http://pbs.twimg.com/profile_images/378800000223732312/cd2615bfb2898972fc2cf9d8d2b9b9ef_bigger.jpeg"", ""http://pbs.twimg.com/profile_images/486285793200066560/9G8k3PoZ_bigger.jpeg""]",,9news
http://www.smh.com.au/content/dam/images/g/m/o/q/d/2/image.related.articleLeadwide.620x349.gmo9tw.png/1454966817115.jpg,"Malcolm Turnbull's tax two-step: focus shifts to super, rental properties, expenses",http://www.smh.com.au/federal-politics/political-news/malcolm-turnbulls-tax-twostep-focus-shifts-to-super-rental-properties-expenses-20160208-gmo9tw.html,1583,1357,8,117,101,08/02/2016,0,0,1,0,0,0,0,1583,"[""smh""]","[""http://pbs.twimg.com/profile_images/597933128284418048/uFullntY_bigger.jpg""]",,
https://www.tvnz.co.nz/content/dam/images/news/2016/02/19/new-pathway-to-citizenship-for-kiwis-living-in-australia.png.hashed.1c94ec6d.desktop.story.share.video.jpg,Aussie PM Turnbull announces new 'pathway to citizenship' for Kiwis living in Oz,https://www.tvnz.co.nz/one-news/new-zealand/aussie-pm-turnbull-announces-new-pathway-to-citizenship-for-kiwis-living-in-oz,1582,1576,0,6,0,18/02/2016,0,0,1,0,0,0,0,1582,,,,League Football
http://www.smh.com.au/content/dam/images/g/n/0/b/1/9/image.related.socialLead.620x349.gn0ykf.png/1456219122709.jpg,Leaked note reveals Malcolm Turnbull contradicted by own office on capital gains tax changes,http://www.smh.com.au/federal-politics/political-news/leaked-note-reveals-malcolm-turnbull-contradicted-by-own-office-on-capital-gains-tax-changes-20160222-gn0ykf.html,1581,1357,24,199,0,22/02/2016,0,0,1,0,0,0,1,1581,"[""politicsfairfax"", ""smh""]","[""http://pbs.twimg.com/profile_images/432709892793569281/stwk_DAE_bigger.png"", ""http://pbs.twimg.com/profile_images/597933128284418048/uFullntY_bigger.jpg""]",,James Massola
http://www.theshovel.com.au/wp-content/uploads/2016/02/ming-cabinet-2-150x150.png,"Turnbull Unveils New Cabinet (Ming Dynasty, Circa 1600)",http://www.theshovel.com.au/2016/02/13/turnbull-unveils-new-cabinet-ming-dynasty-circa-1600/,1572,1528,5,38,1,12/02/2016,0,0,1,0,0,0,0,1572,"[""the_shovel_""]","[""http://pbs.twimg.com/profile_images/508746217627455488/WloTAkIV_bigger.png""]",,The Shovel
https://i.guim.co.uk/img/media/f1357b95b2f3552908acd63ef83fb3c935ff2b46/0_259_3791_2271/3791.jpg?w=1200&q=55&auto=format&usm=12&fit=max&s=023fbf7e29cfea1fa922e678e3fedfca,"Voters' confidence in Malcolm Turnbull falls, Newspoll survey shows",http://www.theguardian.com/australia-news/2016/mar/08/voters-confidence-in-malcolm-turnbull-falls-newspoll-survey-shows,1542,1495,0,47,0,07/03/2016,0,0,1,0,0,0,0,1542,"[""safimichael""]","[""http://pbs.twimg.com/profile_images/650594337332420608/f28IGhz9_bigger.jpg""]",,Michael Safi
http://pedestriantv-prod.s3.amazonaws.com/images/article/2016/03/05/mardifeature1-619-386.jpg,Malcolm Turnbull Will Be 'Straya's 1st Sitting PM To Attend Mardi Gras,http://www.pedestrian.tv/news/arts-and-culture/malcolm-turnbull-will-be-strayas-1st-sitting-pm-to/7d74931f-d463-4a0a-b822-ae0ceb36af68.htm,1522,1519,0,3,0,04/03/2016,0,0,1,0,0,0,0,1522,,,,
https://11217-presscdn-0-50-pagely.netdna-ssl.com/wp-content/uploads/2016/02/sddefault-14.jpg,"""A whole mess of garbage"": Ludlam blasts Turnbull's ""mongrel"" NBN | Delimiter",https://delimiter.com.au/2016/02/25/a-whole-mess-of-garbage-ludlam-blasts-turnbulls-nbn/,1491,1328,5,158,0,24/02/2016,0,0,1,0,0,0,0,1491,"[""turnbullmalcolm"", ""senatorludlam"", ""delimiterau""]","[""http://pbs.twimg.com/profile_images/378800000223732312/cd2615bfb2898972fc2cf9d8d2b9b9ef_bigger.jpeg"", ""http://pbs.twimg.com/profile_images/693621181241434112/tQGUHqok_bigger.jpg"", ""http://pbs.twimg.com/profile_images/628942252782411776/SHUnVw97_bigger.png""]",,Renai Lemay
http://logoonline.mtvnimages.com/uri/mgid:uma:image:logotv.com:11345703?quality=0.8&format=jpg&width=1440&height=810&.jpg,Malcolm Turnbull Becomes First Prime Minister To Attend Sydney Gay Mardi Gras,http://www.newnownext.com/malcolm-turnbull-becomes-first-prime-minister-to-attend-sydney-gay-mardi-gras/03/2016/,1490,1461,0,29,0,07/03/2016,0,0,1,0,0,0,0,1490,"[""dchomos""]","[""http://pbs.twimg.com/profile_images/672177460444856320/U3xqbGu8_bigger.jpg""]",,Dan Avery
,"Turnbull an unelected, dud Prime Minister",https://au.news.yahoo.com/thewest/a/30980589/turnbull-an-unelected-dud-prime-minister/,1488,1430,0,58,0,29/02/2016,0,0,1,0,0,0,0,1488,"[""davidbewart""]","[""http://pbs.twimg.com/profile_images/669030370512207873/41hsdfsk_bigger.jpg""]",,
http://www.smh.com.au/content/dam/images/g/n/0/0/u/h/image.related.articleLeadwide.620x349.gmzxsa.png/1456142806291.jpg,"Turnbull government to introduce Senate voting reforms, leaving open prospect of double dissolution election",http://www.smh.com.au/federal-politics/political-news/turnbull-government-to-introduce-senate-voting-reform-paving-way-for-double-dissolution-election-20160221-gmzxsa.html,1477,1394,5,78,0,21/02/2016,0,0,1,0,0,0,0,1477,"[""politicsfairfax""]","[""http://pbs.twimg.com/profile_images/432709892793569281/stwk_DAE_bigger.png""]",,James Massola
https://newmatilda.com/wp-content/uploads/2016/02/Malcolm-Turnbull-Close-the-Gap-2.jpg,White Lies And Black Lives: Malcolm Turnbull Just Widened The Credibility Gap - New Matilda,https://newmatilda.com/2016/02/10/white-lies-and-black-lives-malcolm-just-widened-the-credibility-gap/,1473,1393,1,78,1,09/02/2016,0,0,1,0,0,0,0,1473,"[""newmatilda"", ""amymcquire""]","[""http://pbs.twimg.com/profile_images/474160671366451201/XD3aZiQc_bigger.jpeg"", ""http://pbs.twimg.com/profile_images/636659300744630272/VS6R3yBQ_bigger.jpg""]",,Amy Mcquire
http://www.abc.net.au/news/image/6470846-1x1-700x700.jpg,Greens urge Malcolm Turnbull to consider treaty with Indigenous people alongside constitutional recognition push,http://www.abc.net.au/news/2016-02-09/greens-call-on-prime-minister-to-open-debate-on-treaty-process/7150448,1444,1356,0,88,0,08/02/2016,0,0,1,0,0,0,0,1444,"[""abcnews"", ""abcnews24"", ""annajhenderson""]","[""http://pbs.twimg.com/profile_images/2926053458/8447650cdcc90a0dfdc522b8f6f06173_bigger.jpeg"", ""http://pbs.twimg.com/profile_images/1463058579/24_Twitter_Avatar_bigger.jpg"", ""http://pbs.twimg.com/profile_images/1369077391/web_version_ANNA_promo_bigger.jpg""]",,
http://www.abc.net.au/news/image/6080104-1x1-700x700.jpg,The great unsettlement that is dogging Turnbull,http://www.abc.net.au/news/2016-02-26/dunlop-the-great-unsettlement-that-is-dogging-turnbull/7201646,1439,1359,2,62,16,25/02/2016,0,0,1,0,0,0,0,1439,"[""abcthedrum"", ""timdunlop""]","[""http://pbs.twimg.com/profile_images/463498447979417600/g6hbkKh0_bigger.jpeg"", ""http://pbs.twimg.com/profile_images/652239379511939072/6HAfZ1iQ_bigger.jpg""]",,Tim Dunlop
http://www.smh.com.au/content/dam/images/g/n/3/j/h/l/image.related.articleLeadwide.620x349.gn38jl.png/1456432576449.jpg,Backbench group that killed GST rise preparing tax package to put to PM Turnbull,http://www.smh.com.au/federal-politics/political-news/backbench-group-that-killed-gst-rise-preparing-tax-package-to-put-to-pm-turnbull-20160225-gn38jl.html,1412,1097,1,309,5,25/02/2016,0,0,1,0,0,0,0,1412,"[""politicsfairfax""]","[""http://pbs.twimg.com/profile_images/432709892793569281/stwk_DAE_bigger.png""]",,
http://www.smh.com.au/content/dam/images/g/n/5/3/7/3/image.related.articleLeadwide.620x349.gn4p0l.png/1456520158556.jpg,Clive smells a deal as Turnbull fails to make captain's call,http://www.smh.com.au/comment/clive-smells-a-deal-as-turnbull-fails-to-make-captains-call-20160226-gn4p0l.html,1400,1239,5,155,1,26/02/2016,0,0,1,0,0,0,0,1400,"[""smh""]","[""http://pbs.twimg.com/profile_images/597933128284418048/uFullntY_bigger.jpg""]",,Peter Hartcher
http://www.abc.net.au/news/image/7169136-1x1-700x700.jpg,"Malcolm Turnbull says Labor's negative gearing restrictions will distort housing market, but leaves changes on table",http://www.abc.net.au/news/2016-02-15/treasurer-hints-at-negative-gearing-crackdown/7167346,1381,1189,7,155,29,14/02/2016,0,0,1,0,0,0,1,1381,"[""abcnews""]","[""http://pbs.twimg.com/profile_images/2926053458/8447650cdcc90a0dfdc522b8f6f06173_bigger.jpeg""]",,Peta Donald
http://i1.manchestereveningnews.co.uk/incoming/article10907437.ece/ALTERNATES/s1200/JS82879763.jpg,"Hospital bosses splash £16,000 of charity donations on lavish annual staff awards hosted by Bill Turnbull",http://www.manchestereveningnews.co.uk/news/greater-manchester-news/hospital-bosses-splash-16000-charity-10907213,1375,1276,0,83,16,17/02/2016,0,0,1,0,0,0,0,1375,"[""mennewsdesk""]","[""http://pbs.twimg.com/profile_images/667286821223530497/P3o7xTjO_bigger.jpg""]",,Charlotte Dobson
http://cdn.theconversation.com/files/113951/width1356x668/image-20160306-17726-12tl7ql.jpg,Tony Abbott in a dark place; Turnbull government all over the place,http://theconversation.com/tony-abbott-in-a-dark-place-turnbull-government-all-over-the-place-55819,1302,1109,0,193,0,06/03/2016,0,0,1,0,0,0,0,1302,"[""michellegrattan""]","[""http://pbs.twimg.com/profile_images/371368707/9b8bcdcf241100885436-117802244_0_bigger.jpeg""]",,Michelle Grattan
http://www.afr.com/content/dam/images/g/n/0/b/c/6/image.related.afrArticleLead.620x365.gn972a.png/1456981786663.jpg,"Barnaby Joyce calls for truce in Tony Abbott, Malcolm Turnbull war",http://www.afr.com/news/politics/barnaby-joyce-calls-for-truce-in-tony-abbott-malcolm-turnbull-war-20160303-gn972a,1293,1228,0,65,0,02/03/2016,0,0,1,0,0,0,0,1293,"[""financialreview"", ""johnfomiatti"", ""primroseriordan""]","[""http://pbs.twimg.com/profile_images/1859209249/Twitter_icon_bigger.jpg"", ""http://pbs.twimg.com/profile_images/2224614388/P1000455__4__bigger.jpg"", ""http://pbs.twimg.com/profile_images/645931830261059585/7OfvxX2B_bigger.png""]",,Primrose Riordan
https://img.buzzfeed.com/buzzfeed-static/static/2016-02/29/23/campaign_images/webdr01/indigenous-australians-want-a-meeting-with-malcol-2-9640-1456808376-0_dblbig.jpg,"Indigenous Australians Want A Meeting With Malcolm Turnbull, Not His Tears",http://www.buzzfeed.com/allanclarke/indigenous-australians-say-they-want-a-meeting-with-malcolm,1292,1242,0,26,24,01/03/2016,0,0,1,0,0,0,0,1292,"[""seangordon5"", ""allanjclarke""]","[""http://pbs.twimg.com/profile_images/641534024536592384/O-mbPYWh_bigger.jpg"", ""http://pbs.twimg.com/profile_images/597909733010345984/DBJYf7-1_bigger.jpg""]",,Allan Clarke
http://progressive.netshow.ninemsn.com.au/media2/664969388001/2016/02/664969388001_4755263362001_8105133-20160215-063613-VIDEO-STILL.jpg,"Voters turning away from Malcolm Turnbull, coalition: poll",http://www.9news.com.au/national/2016/02/14/22/22/voters-turn-from-coalition-poll,1286,1232,0,54,0,14/02/2016,0,0,1,0,0,0,0,1286,"[""turnbullmalcolm"", ""9newsaus""]","[""http://pbs.twimg.com/profile_images/378800000223732312/cd2615bfb2898972fc2cf9d8d2b9b9ef_bigger.jpeg"", ""http://pbs.twimg.com/profile_images/486285793200066560/9G8k3PoZ_bigger.jpeg""]",,Aap
http://www.smh.com.au/content/dam/images/g/m/x/k/g/2/image.related.articleLeadwide.620x349.gmx1qs.png/1455837709454.jpg,"Turnbull, stop dithering on tax reform and tell us what you really think",http://www.smh.com.au/comment/malcolm-turnbull-stop-dithering-on-tax-reform-and-tell-us-what-you-really-think-20160217-gmx1qs.html,1280,1121,3,155,0,17/02/2016,0,0,1,0,0,0,1,1280,"[""smh""]","[""http://pbs.twimg.com/profile_images/597933128284418048/uFullntY_bigger.jpg""]",,Waleed Aly
http://ichef-1.bbci.co.uk/news/1024/cpsprodpb/20D8/production/_88180480_walker.jpg,Dan Walker to replace Bill Turnbull on BBC Breakfast sofa - BBC News,http://www.bbc.co.uk/news/entertainment-arts-35530846,1277,851,1,403,22,09/02/2016,0,0,1,0,0,0,0,1277,,,,Bbc News
